Epochs	TrainError	TestError
1		0.15559		0.15029
2		0.15116		0.14538
3		0.14678		0.14110
4		0.14302		0.13750
5		0.13990		0.13454
6		0.13738		0.13217
7		0.13538		0.13030
8		0.13382		0.12886
9		0.13262		0.12775
10		0.13170		0.12691
11		0.13101		0.12627
12		0.13049		0.12579
13		0.13010		0.12542
14		0.12981		0.12515
15		0.12959		0.12494
16		0.12942		0.12479
17		0.12930		0.12467
18		0.12920		0.12458
19		0.12913		0.12451
20		0.12907		0.12445
21		0.12903		0.12441
22		0.12899		0.12437
23		0.12896		0.12434
24		0.12894		0.12432
25		0.12892		0.12430
26		0.12890		0.12428
27		0.12888		0.12426
28		0.12887		0.12425
29		0.12885		0.12424
30		0.12884		0.12422
31		0.12883		0.12421
32		0.12881		0.12420
33		0.12880		0.12419
34		0.12879		0.12418
35		0.12878		0.12417
36		0.12877		0.12416
37		0.12876		0.12415
38		0.12874		0.12414
39		0.12873		0.12413
40		0.12872		0.12412
41		0.12871		0.12411
42		0.12870		0.12410
43		0.12869		0.12409
44		0.12868		0.12408
45		0.12867		0.12407
46		0.12865		0.12406
47		0.12864		0.12405
48		0.12863		0.12404
49		0.12862		0.12403
50		0.12861		0.12401
51		0.12860		0.12400
52		0.12858		0.12399
53		0.12857		0.12398
54		0.12856		0.12397
55		0.12855		0.12396
56		0.12854		0.12395
57		0.12852		0.12394
58		0.12851		0.12393
59		0.12850		0.12392
60		0.12849		0.12391
61		0.12847		0.12390
62		0.12846		0.12389
63		0.12845		0.12387
64		0.12844		0.12386
65		0.12842		0.12385
66		0.12841		0.12384
67		0.12840		0.12383
68		0.12838		0.12382
69		0.12837		0.12381
70		0.12836		0.12379
71		0.12835		0.12378
72		0.12833		0.12377
73		0.12832		0.12376
74		0.12831		0.12375
75		0.12829		0.12373
76		0.12828		0.12372
77		0.12826		0.12371
78		0.12825		0.12370
79		0.12824		0.12368
80		0.12822		0.12367
81		0.12821		0.12366
82		0.12819		0.12365
83		0.12818		0.12363
84		0.12817		0.12362
85		0.12815		0.12361
86		0.12814		0.12359
87		0.12812		0.12358
88		0.12811		0.12357
89		0.12809		0.12355
90		0.12808		0.12354
91		0.12806		0.12352
92		0.12805		0.12351
93		0.12803		0.12350
94		0.12802		0.12348
95		0.12800		0.12347
96		0.12798		0.12345
97		0.12797		0.12344
98		0.12795		0.12342
99		0.12794		0.12341
100		0.12792		0.12339
101		0.12790		0.12338
102		0.12789		0.12336
103		0.12787		0.12335
104		0.12785		0.12333
105		0.12784		0.12332
106		0.12782		0.12330
107		0.12780		0.12329
108		0.12779		0.12327
109		0.12777		0.12325
110		0.12775		0.12324
111		0.12773		0.12322
112		0.12772		0.12320
113		0.12770		0.12319
114		0.12768		0.12317
115		0.12766		0.12315
116		0.12764		0.12314
117		0.12762		0.12312
118		0.12761		0.12310
119		0.12759		0.12308
120		0.12757		0.12307
121		0.12755		0.12305
122		0.12753		0.12303
123		0.12751		0.12301
124		0.12749		0.12299
125		0.12747		0.12297
126		0.12745		0.12295
127		0.12743		0.12294
128		0.12741		0.12292
129		0.12739		0.12290
130		0.12737		0.12288
131		0.12735		0.12286
132		0.12733		0.12284
133		0.12730		0.12282
134		0.12728		0.12280
135		0.12726		0.12278
136		0.12724		0.12276
137		0.12722		0.12273
138		0.12720		0.12271
139		0.12717		0.12269
140		0.12715		0.12267
141		0.12713		0.12265
142		0.12710		0.12263
143		0.12708		0.12260
144		0.12706		0.12258
145		0.12703		0.12256
146		0.12701		0.12254
147		0.12699		0.12251
148		0.12696		0.12249
149		0.12694		0.12247
150		0.12691		0.12244
151		0.12689		0.12242
152		0.12686		0.12239
153		0.12683		0.12237
154		0.12681		0.12234
155		0.12678		0.12232
156		0.12676		0.12229
157		0.12673		0.12227
158		0.12670		0.12224
159		0.12668		0.12221
160		0.12665		0.12219
161		0.12662		0.12216
162		0.12659		0.12213
163		0.12656		0.12211
164		0.12653		0.12208
165		0.12651		0.12205
166		0.12648		0.12202
167		0.12645		0.12199
168		0.12642		0.12197
169		0.12639		0.12194
170		0.12636		0.12191
171		0.12633		0.12188
172		0.12629		0.12185
173		0.12626		0.12182
174		0.12623		0.12179
175		0.12620		0.12175
176		0.12617		0.12172
177		0.12613		0.12169
178		0.12610		0.12166
179		0.12607		0.12163
180		0.12603		0.12159
181		0.12600		0.12156
182		0.12597		0.12153
183		0.12593		0.12149
184		0.12590		0.12146
185		0.12586		0.12142
186		0.12582		0.12139
187		0.12579		0.12135
188		0.12575		0.12132
189		0.12571		0.12128
190		0.12568		0.12124
191		0.12564		0.12121
192		0.12560		0.12117
193		0.12556		0.12113
194		0.12552		0.12109
195		0.12548		0.12105
196		0.12544		0.12102
197		0.12540		0.12098
198		0.12536		0.12094
199		0.12532		0.12090
200		0.12528		0.12085
201		0.12523		0.12081
202		0.12519		0.12077
203		0.12515		0.12073
204		0.12510		0.12069
205		0.12506		0.12064
206		0.12502		0.12060
207		0.12497		0.12055
208		0.12492		0.12051
209		0.12488		0.12046
210		0.12483		0.12042
211		0.12478		0.12037
212		0.12474		0.12032
213		0.12469		0.12027
214		0.12464		0.12023
215		0.12459		0.12018
216		0.12454		0.12013
217		0.12449		0.12008
218		0.12444		0.12003
219		0.12438		0.11998
220		0.12433		0.11992
221		0.12428		0.11987
222		0.12422		0.11982
223		0.12417		0.11977
224		0.12411		0.11971
225		0.12406		0.11966
226		0.12400		0.11960
227		0.12395		0.11954
228		0.12389		0.11949
229		0.12383		0.11943
230		0.12377		0.11937
231		0.12371		0.11931
232		0.12365		0.11925
233		0.12359		0.11919
234		0.12353		0.11913
235		0.12346		0.11907
236		0.12340		0.11901
237		0.12334		0.11894
238		0.12327		0.11888
239		0.12321		0.11881
240		0.12314		0.11875
241		0.12307		0.11868
242		0.12300		0.11861
243		0.12293		0.11855
244		0.12286		0.11848
245		0.12279		0.11841
246		0.12272		0.11834
247		0.12265		0.11826
248		0.12258		0.11819
249		0.12250		0.11812
250		0.12243		0.11804
251		0.12235		0.11797
252		0.12227		0.11789
253		0.12220		0.11782
254		0.12212		0.11774
255		0.12204		0.11766
256		0.12196		0.11758
257		0.12187		0.11750
258		0.12179		0.11742
259		0.12171		0.11733
260		0.12162		0.11725
261		0.12154		0.11716
262		0.12145		0.11708
263		0.12136		0.11699
264		0.12127		0.11690
265		0.12118		0.11681
266		0.12109		0.11672
267		0.12100		0.11663
268		0.12091		0.11654
269		0.12081		0.11645
270		0.12071		0.11635
271		0.12062		0.11625
272		0.12052		0.11616
273		0.12042		0.11606
274		0.12032		0.11596
275		0.12022		0.11586
276		0.12011		0.11576
277		0.12001		0.11565
278		0.11990		0.11555
279		0.11980		0.11544
280		0.11969		0.11533
281		0.11958		0.11522
282		0.11947		0.11511
283		0.11935		0.11500
284		0.11924		0.11489
285		0.11912		0.11478
286		0.11901		0.11466
287		0.11889		0.11454
288		0.11877		0.11442
289		0.11865		0.11430
290		0.11853		0.11418
291		0.11840		0.11406
292		0.11828		0.11394
293		0.11815		0.11381
294		0.11802		0.11368
295		0.11789		0.11355
296		0.11776		0.11342
297		0.11762		0.11329
298		0.11749		0.11316
299		0.11735		0.11302
300		0.11721		0.11288
301		0.11707		0.11274
302		0.11693		0.11260
303		0.11678		0.11246
304		0.11664		0.11232
305		0.11649		0.11217
306		0.11634		0.11202
307		0.11619		0.11187
308		0.11604		0.11172
309		0.11588		0.11157
310		0.11573		0.11141
311		0.11557		0.11126
312		0.11541		0.11110
313		0.11524		0.11094
314		0.11508		0.11078
315		0.11491		0.11061
316		0.11474		0.11045
317		0.11457		0.11028
318		0.11440		0.11011
319		0.11423		0.10993
320		0.11405		0.10976
321		0.11387		0.10958
322		0.11369		0.10940
323		0.11351		0.10922
324		0.11332		0.10904
325		0.11313		0.10886
326		0.11294		0.10867
327		0.11275		0.10848
328		0.11256		0.10829
329		0.11236		0.10810
330		0.11216		0.10790
331		0.11196		0.10770
332		0.11176		0.10750
333		0.11155		0.10730
334		0.11135		0.10709
335		0.11114		0.10689
336		0.11092		0.10668
337		0.11071		0.10647
338		0.11049		0.10625
339		0.11027		0.10604
340		0.11005		0.10582
341		0.10982		0.10560
342		0.10959		0.10537
343		0.10936		0.10515
344		0.10913		0.10492
345		0.10890		0.10469
346		0.10866		0.10445
347		0.10842		0.10422
348		0.10818		0.10398
349		0.10793		0.10374
350		0.10768		0.10350
351		0.10743		0.10325
352		0.10718		0.10300
353		0.10692		0.10275
354		0.10667		0.10250
355		0.10640		0.10224
356		0.10614		0.10198
357		0.10587		0.10172
358		0.10560		0.10146
359		0.10533		0.10119
360		0.10506		0.10092
361		0.10478		0.10065
362		0.10450		0.10038
363		0.10422		0.10010
364		0.10393		0.099822
365		0.10364		0.099540
366		0.10335		0.099256
367		0.10306		0.098969
368		0.10276		0.098679
369		0.10246		0.098386
370		0.10216		0.098091
371		0.10186		0.097794
372		0.10155		0.097494
373		0.10124		0.097191
374		0.10092		0.096885
375		0.10061		0.096577
376		0.10029		0.096267
377		0.099968		0.095954
378		0.099644		0.095638
379		0.099317		0.095319
380		0.098988		0.094999
381		0.098655		0.094675
382		0.098320		0.094349
383		0.097983		0.094021
384		0.097642		0.093690
385		0.097299		0.093356
386		0.096953		0.093020
387		0.096605		0.092682
388		0.096254		0.092341
389		0.095900		0.091997
390		0.095544		0.091652
391		0.095186		0.091304
392		0.094824		0.090953
393		0.094461		0.090600
394		0.094094		0.090245
395		0.093726		0.089888
396		0.093354		0.089528
397		0.092981		0.089166
398		0.092605		0.088802
399		0.092226		0.088436
400		0.091846		0.088068
401		0.091463		0.087697
402		0.091077		0.087325
403		0.090690		0.086950
404		0.090300		0.086573
405		0.089908		0.086195
406		0.089514		0.085814
407		0.089118		0.085432
408		0.088720		0.085047
409		0.088320		0.084661
410		0.087918		0.084273
411		0.087513		0.083884
412		0.087107		0.083492
413		0.086700		0.083099
414		0.086290		0.082704
415		0.085878		0.082308
416		0.085465		0.081910
417		0.085051		0.081511
418		0.084634		0.081110
419		0.084216		0.080708
420		0.083797		0.080305
421		0.083376		0.079900
422		0.082953		0.079494
423		0.082530		0.079087
424		0.082105		0.078679
425		0.081678		0.078269
426		0.081251		0.077859
427		0.080822		0.077448
428		0.080392		0.077035
429		0.079962		0.076622
430		0.079530		0.076208
431		0.079097		0.075793
432		0.078664		0.075378
433		0.078229		0.074962
434		0.077794		0.074545
435		0.077358		0.074128
436		0.076922		0.073710
437		0.076485		0.073292
438		0.076048		0.072873
439		0.075610		0.072454
440		0.075171		0.072035
441		0.074733		0.071615
442		0.074294		0.071196
443		0.073855		0.070776
444		0.073415		0.070357
445		0.072976		0.069937
446		0.072536		0.069517
447		0.072097		0.069098
448		0.071658		0.068679
449		0.071219		0.068259
450		0.070780		0.067841
451		0.070341		0.067422
452		0.069903		0.067004
453		0.069465		0.066587
454		0.069027		0.066170
455		0.068590		0.065753
456		0.068153		0.065337
457		0.067718		0.064922
458		0.067282		0.064507
459		0.066848		0.064094
460		0.066414		0.063681
461		0.065981		0.063269
462		0.065549		0.062858
463		0.065118		0.062447
464		0.064688		0.062038
465		0.064259		0.061630
466		0.063831		0.061223
467		0.063404		0.060817
468		0.062979		0.060413
469		0.062554		0.060009
470		0.062131		0.059607
471		0.061709		0.059206
472		0.061289		0.058807
473		0.060870		0.058409
474		0.060452		0.058012
475		0.060036		0.057617
476		0.059622		0.057223
477		0.059209		0.056831
478		0.058798		0.056441
479		0.058388		0.056052
480		0.057980		0.055665
481		0.057574		0.055279
482		0.057170		0.054896
483		0.056767		0.054514
484		0.056367		0.054133
485		0.055968		0.053755
486		0.055571		0.053378
487		0.055176		0.053004
488		0.054783		0.052631
489		0.054392		0.052260
490		0.054003		0.051891
491		0.053616		0.051524
492		0.053232		0.051159
493		0.052849		0.050796
494		0.052468		0.050435
495		0.052090		0.050077
496		0.051714		0.049720
497		0.051340		0.049365
498		0.050968		0.049013
499		0.050598		0.048662
500		0.050231		0.048314
501		0.049866		0.047968
502		0.049503		0.047624
503		0.049142		0.047282
504		0.048784		0.046942
505		0.048428		0.046605
506		0.048075		0.046270
507		0.047723		0.045937
508		0.047374		0.045606
509		0.047028		0.045277
510		0.046684		0.044951
511		0.046342		0.044627
512		0.046003		0.044305
513		0.045666		0.043986
514		0.045331		0.043669
515		0.044999		0.043354
516		0.044669		0.043041
517		0.044342		0.042731
518		0.044017		0.042423
519		0.043694		0.042117
520		0.043374		0.041813
521		0.043056		0.041512
522		0.042741		0.041213
523		0.042428		0.040916
524		0.042118		0.040621
525		0.041810		0.040329
526		0.041504		0.040039
527		0.041201		0.039751
528		0.040900		0.039466
529		0.040601		0.039183
530		0.040305		0.038902
531		0.040011		0.038623
532		0.039720		0.038346
533		0.039431		0.038072
534		0.039144		0.037800
535		0.038860		0.037530
536		0.038578		0.037263
537		0.038298		0.036997
538		0.038021		0.036734
539		0.037746		0.036473
540		0.037473		0.036214
541		0.037203		0.035957
542		0.036935		0.035702
543		0.036669		0.035450
544		0.036405		0.035199
545		0.036144		0.034951
546		0.035885		0.034705
547		0.035628		0.034461
548		0.035373		0.034219
549		0.035121		0.033979
550		0.034871		0.033741
551		0.034623		0.033505
552		0.034377		0.033271
553		0.034133		0.033040
554		0.033891		0.032810
555		0.033652		0.032582
556		0.033414		0.032356
557		0.033179		0.032133
558		0.032946		0.031911
559		0.032715		0.031691
560		0.032486		0.031473
561		0.032259		0.031257
562		0.032034		0.031042
563		0.031811		0.030830
564		0.031590		0.030620
565		0.031371		0.030411
566		0.031153		0.030204
567		0.030938		0.030000
568		0.030725		0.029796
569		0.030514		0.029595
570		0.030304		0.029396
571		0.030097		0.029198
572		0.029891		0.029002
573		0.029688		0.028808
574		0.029486		0.028615
575		0.029286		0.028425
576		0.029087		0.028236
577		0.028891		0.028048
578		0.028696		0.027862
579		0.028503		0.027678
580		0.028312		0.027496
581		0.028123		0.027315
582		0.027935		0.027136
583		0.027749		0.026959
584		0.027564		0.026783
585		0.027382		0.026608
586		0.027201		0.026436
587		0.027021		0.026264
588		0.026844		0.026095
589		0.026668		0.025926
590		0.026493		0.025760
591		0.026320		0.025594
592		0.026149		0.025431
593		0.025979		0.025268
594		0.025811		0.025108
595		0.025644		0.024948
596		0.025479		0.024790
597		0.025315		0.024634
598		0.025153		0.024479
599		0.024992		0.024325
600		0.024833		0.024173
601		0.024675		0.024022
602		0.024519		0.023872
603		0.024364		0.023724
604		0.024210		0.023577
605		0.024058		0.023431
606		0.023907		0.023286
607		0.023758		0.023143
608		0.023609		0.023001
609		0.023463		0.022861
610		0.023317		0.022721
611		0.023173		0.022583
612		0.023030		0.022446
613		0.022888		0.022311
614		0.022748		0.022176
615		0.022609		0.022043
616		0.022471		0.021911
617		0.022335		0.021780
618		0.022199		0.021650
619		0.022065		0.021521
620		0.021932		0.021394
621		0.021800		0.021267
622		0.021669		0.021142
623		0.021540		0.021018
624		0.021412		0.020895
625		0.021284		0.020772
626		0.021158		0.020651
627		0.021033		0.020531
628		0.020910		0.020413
629		0.020787		0.020295
630		0.020665		0.020178
631		0.020544		0.020062
632		0.020425		0.019947
633		0.020306		0.019833
634		0.020189		0.019720
635		0.020072		0.019608
636		0.019957		0.019497
637		0.019842		0.019387
638		0.019729		0.019278
639		0.019616		0.019170
640		0.019505		0.019063
641		0.019394		0.018956
642		0.019285		0.018851
643		0.019176		0.018746
644		0.019068		0.018643
645		0.018962		0.018540
646		0.018856		0.018438
647		0.018751		0.018337
648		0.018647		0.018237
649		0.018544		0.018138
650		0.018441		0.018039
651		0.018340		0.017941
652		0.018239		0.017844
653		0.018139		0.017748
654		0.018041		0.017653
655		0.017942		0.017559
656		0.017845		0.017465
657		0.017749		0.017372
658		0.017653		0.017280
659		0.017558		0.017188
660		0.017464		0.017098
661		0.017371		0.017008
662		0.017279		0.016919
663		0.017187		0.016830
664		0.017096		0.016743
665		0.017006		0.016656
666		0.016916		0.016569
667		0.016828		0.016484
668		0.016740		0.016399
669		0.016652		0.016315
670		0.016566		0.016231
671		0.016480		0.016148
672		0.016395		0.016066
673		0.016310		0.015985
674		0.016227		0.015904
675		0.016144		0.015823
676		0.016061		0.015744
677		0.015979		0.015665
678		0.015898		0.015587
679		0.015818		0.015509
680		0.015738		0.015432
681		0.015659		0.015355
682		0.015580		0.015279
683		0.015503		0.015204
684		0.015425		0.015129
685		0.015349		0.015055
686		0.015273		0.014982
687		0.015197		0.014909
688		0.015122		0.014836
689		0.015048		0.014764
690		0.014974		0.014693
691		0.014901		0.014622
692		0.014829		0.014552
693		0.014757		0.014483
694		0.014685		0.014414
695		0.014614		0.014345
696		0.014544		0.014277
697		0.014474		0.014209
698		0.014405		0.014142
699		0.014336		0.014076
700		0.014268		0.014010
701		0.014201		0.013944
702		0.014134		0.013879
703		0.014067		0.013815
704		0.014001		0.013751
705		0.013935		0.013687
706		0.013870		0.013624
707		0.013806		0.013562
708		0.013741		0.013499
709		0.013678		0.013438
710		0.013615		0.013377
711		0.013552		0.013316
712		0.013490		0.013255
713		0.013428		0.013196
714		0.013367		0.013136
715		0.013306		0.013077
716		0.013245		0.013019
717		0.013186		0.012960
718		0.013126		0.012903
719		0.013067		0.012845
720		0.013008		0.012789
721		0.012950		0.012732
722		0.012892		0.012676
723		0.012835		0.012620
724		0.012778		0.012565
725		0.012722		0.012510
726		0.012666		0.012456
727		0.012610		0.012402
728		0.012555		0.012348
729		0.012500		0.012295
730		0.012445		0.012242
731		0.012391		0.012189
732		0.012337		0.012137
733		0.012284		0.012085
734		0.012231		0.012034
735		0.012178		0.011983
736		0.012126		0.011932
737		0.012074		0.011882
738		0.012023		0.011832
739		0.011972		0.011782
740		0.011921		0.011733
741		0.011871		0.011684
742		0.011821		0.011635
743		0.011771		0.011587
744		0.011722		0.011539
745		0.011673		0.011491
746		0.011624		0.011444
747		0.011576		0.011397
748		0.011528		0.011350
749		0.011480		0.011304
750		0.011433		0.011258
751		0.011386		0.011212
752		0.011339		0.011167
753		0.011293		0.011122
754		0.011247		0.011077
755		0.011201		0.011032
756		0.011155		0.010988
757		0.011110		0.010944
758		0.011065		0.010900
759		0.011021		0.010857
760		0.010977		0.010814
761		0.010933		0.010771
762		0.010889		0.010729
763		0.010846		0.010687
764		0.010803		0.010645
765		0.010760		0.010603
766		0.010718		0.010562
767		0.010675		0.010521
768		0.010634		0.010480
769		0.010592		0.010439
770		0.010551		0.010399
771		0.010509		0.010359
772		0.010469		0.010319
773		0.010428		0.010280
774		0.010388		0.010240
775		0.010348		0.010201
776		0.010308		0.010163
777		0.010269		0.010124
778		0.010229		0.010086
779		0.010190		0.010048
780		0.010152		0.010010
781		0.010113		0.0099726
782		0.010075		0.0099353
783		0.010037		0.0098982
784		0.0099990		0.0098614
785		0.0099615		0.0098248
786		0.0099242		0.0097884
787		0.0098871		0.0097523
788		0.0098503		0.0097164
789		0.0098137		0.0096807
790		0.0097774		0.0096452
791		0.0097413		0.0096100
792		0.0097054		0.0095749
793		0.0096697		0.0095401
794		0.0096342		0.0095055
795		0.0095990		0.0094711
796		0.0095640		0.0094369
797		0.0095292		0.0094030
798		0.0094946		0.0093692
799		0.0094602		0.0093357
800		0.0094261		0.0093023
801		0.0093921		0.0092692
802		0.0093584		0.0092362
803		0.0093249		0.0092035
804		0.0092915		0.0091710
805		0.0092584		0.0091386
806		0.0092255		0.0091065
807		0.0091928		0.0090745
808		0.0091603		0.0090427
809		0.0091279		0.0090111
810		0.0090958		0.0089798
811		0.0090639		0.0089486
812		0.0090321		0.0089175
813		0.0090005		0.0088867
814		0.0089692		0.0088560
815		0.0089380		0.0088256
